postal,latitude,longtitude,searchval,blk_no,road_name,building,address
821209,1.399730681,103.9007321,PUNGGOL CREST,209A,PUNGGOL PLACE,PUNGGOL CREST,209A PUNGGOL PLACE PUNGGOL CREST SINGAPORE 821209
822209,1.399730514,103.9009354,PUNGGOL CREST,209B,PUNGGOL PLACE,PUNGGOL CREST,209B PUNGGOL PLACE PUNGGOL CREST SINGAPORE 822209
823209,1.39930949,103.9007923,PUNGGOL CREST,209C,PUNGGOL PLACE,PUNGGOL CREST,209C PUNGGOL PLACE PUNGGOL CREST SINGAPORE 823209
821210,1.400068281,103.9003993,PUNGGOL CREST,210A,PUNGGOL PLACE,PUNGGOL CREST,210A PUNGGOL PLACE PUNGGOL CREST SINGAPORE 821210
822210,1.400186245,103.900097,PUNGGOL CREST,210B,PUNGGOL PLACE,PUNGGOL CREST,210B PUNGGOL PLACE PUNGGOL CREST SINGAPORE 822210
823210,1.399654404,103.8999156,PUNGGOL CREST,210C,PUNGGOL PLACE,PUNGGOL CREST,210C PUNGGOL PLACE PUNGGOL CREST SINGAPORE 823210
821211,1.401759847,103.8999443,PUNGGOL RIPPLES,211A,PUNGGOL WALK,PUNGGOL RIPPLES,211A PUNGGOL WALK PUNGGOL RIPPLES SINGAPORE 821211
822211,1.401169895,103.8999209,PUNGGOL RIPPLES,211B,PUNGGOL WALK,PUNGGOL RIPPLES,211B PUNGGOL WALK PUNGGOL RIPPLES SINGAPORE 822211
823211,1.400760493,103.8996136,PUNGGOL RIPPLES,211C,PUNGGOL WALK,PUNGGOL RIPPLES,211C PUNGGOL WALK PUNGGOL RIPPLES SINGAPORE 823211
824211,1.400935632,103.8991985,PUNGGOL RIPPLES,211D,PUNGGOL WALK,PUNGGOL RIPPLES,211D PUNGGOL WALK PUNGGOL RIPPLES SINGAPORE 824211
821212,1.399960561,103.8989836,PUNGGOL WAVES,212A,PUNGGOL WALK,PUNGGOL WAVES,212A PUNGGOL WALK PUNGGOL WAVES SINGAPORE 821212
822212,1.400404239,103.8994843,PUNGGOL WAVES,212B,PUNGGOL WALK,PUNGGOL WAVES,212B PUNGGOL WALK PUNGGOL WAVES SINGAPORE 822212
821213,1.400309003,103.8980751,PUNGGOL WAVES,213A,PUNGGOL WALK,PUNGGOL WAVES,213A PUNGGOL WALK PUNGGOL WAVES SINGAPORE 821213
822213,1.400719621,103.8984847,PUNGGOL WAVES,213B,PUNGGOL WALK,PUNGGOL WAVES,213B PUNGGOL WALK PUNGGOL WAVES SINGAPORE 822213
823213,1.400598495,103.8989202,PUNGGOL WAVES,213C,PUNGGOL WALK,PUNGGOL WAVES,213C PUNGGOL WALK PUNGGOL WAVES SINGAPORE 823213
821217,1.402985918,103.8950208,MATILDA PORTICO,217A,SUMANG WALK,MATILDA PORTICO,217A SUMANG WALK MATILDA PORTICO SINGAPORE 821217
822217,1.402401614,103.894935,MATILDA PORTICO,217B,SUMANG WALK,MATILDA PORTICO,217B SUMANG WALK MATILDA PORTICO SINGAPORE 822217
823217,1.40235851,103.8954941,MATILDA PORTICO,217C,SUMANG WALK,MATILDA PORTICO,217C SUMANG WALK MATILDA PORTICO SINGAPORE 823217
824217,1.402049858,103.8961662,MATILDA PORTICO,217D,SUMANG WALK,MATILDA PORTICO,217D SUMANG WALK MATILDA PORTICO SINGAPORE 824217
821220,1.401523084,103.8946278,MATILDA EDGE,220A,SUMANG LANE,MATILDA EDGE,220A SUMANG LANE MATILDA EDGE SINGAPORE 821220
822220,1.401510336,103.8954201,MATILDA EDGE,220B,SUMANG LANE,MATILDA EDGE,220B SUMANG LANE MATILDA EDGE SINGAPORE 822220
823220,1.401610263,103.8960025,MATILDA EDGE,220C,SUMANG LANE,MATILDA EDGE,220C SUMANG LANE MATILDA EDGE SINGAPORE 823220
821221,1.400982072,103.8956727,MATILDA EDGE,221A,SUMANG LANE,MATILDA EDGE,221A SUMANG LANE MATILDA EDGE SINGAPORE 821221
822221,1.401019438,103.895063,MATILDA EDGE,221B,SUMANG LANE,MATILDA EDGE,221B SUMANG LANE MATILDA EDGE SINGAPORE 822221
821222,1.40112611,103.8934778,MATILDA EDGE,222A,SUMANG LANE,MATILDA EDGE,222A SUMANG LANE MATILDA EDGE SINGAPORE 821222
821223,1.401263279,103.8928374,MATILDA EDGE,223A,SUMANG LANE,MATILDA EDGE,223A SUMANG LANE MATILDA EDGE SINGAPORE 821223
821224,1.401956216,103.8928113,MATILDA EDGE,224A,SUMANG LANE,MATILDA EDGE,224A SUMANG LANE MATILDA EDGE SINGAPORE 821224
822224,1.401831806,103.8933737,MATILDA EDGE,224B,SUMANG LANE,MATILDA EDGE,224B SUMANG LANE MATILDA EDGE SINGAPORE 822224
823224,1.401622845,103.8939796,MATILDA EDGE,224C,SUMANG LANE,MATILDA EDGE,224C SUMANG LANE MATILDA EDGE SINGAPORE 823224
821226,1.402728129,103.8931013,THE VERANDAH @ MATILDA,226A,SUMANG LANE,THE VERANDAH @ MATILDA,226A SUMANG LANE THE VERANDAH @ MATILDA SINGAPORE 821226
822226,1.40268498,103.893609,THE VERANDAH @ MATILDA,226B,SUMANG LANE,THE VERANDAH @ MATILDA,226B SUMANG LANE THE VERANDAH @ MATILDA SINGAPORE 822226
823226,1.402581096,103.8940175,THE VERANDAH @ MATILDA,226C,SUMANG LANE,THE VERANDAH @ MATILDA,226C SUMANG LANE THE VERANDAH @ MATILDA SINGAPORE 823226
821227,1.403589257,103.8929587,THE VERANDAH @ MATILDA,227A,SUMANG LANE,THE VERANDAH @ MATILDA,227A SUMANG LANE THE VERANDAH @ MATILDA SINGAPORE 821227
822227,1.403474145,103.8937238,THE VERANDAH @ MATILDA,227B,SUMANG LANE,THE VERANDAH @ MATILDA,227B SUMANG LANE THE VERANDAH @ MATILDA SINGAPORE 822227
821231,1.402059178,103.8918791,MATILDA COURT,231A,SUMANG LANE,MATILDA COURT,231A SUMANG LANE MATILDA COURT SINGAPORE 821231
822231,1.402128424,103.8914669,MATILDA COURT,231B,SUMANG LANE,MATILDA COURT,231B SUMANG LANE MATILDA COURT SINGAPORE 822231
821232,1.402186927,103.8910433,MATILDA COURT,232A,SUMANG LANE,MATILDA COURT,232A SUMANG LANE MATILDA COURT SINGAPORE 821232
822232,1.402301276,103.8906333,MATILDA COURT,232B,SUMANG LANE,MATILDA COURT,232B SUMANG LANE MATILDA COURT SINGAPORE 822232
823232,1.402040357,103.8901187,MATILDA COURT,232C,SUMANG LANE,MATILDA COURT,232C SUMANG LANE MATILDA COURT SINGAPORE 823232
821233,1.401581592,103.8903108,MATILDA COURT,233A,SUMANG LANE,MATILDA COURT,233A SUMANG LANE MATILDA COURT SINGAPORE 821233
822233,1.401652532,103.890713,MATILDA COURT,233B,SUMANG LANE,MATILDA COURT,233B SUMANG LANE MATILDA COURT SINGAPORE 822233
823233,1.401731602,103.8910415,MATILDA COURT,233C,SUMANG LANE,MATILDA COURT,233C SUMANG LANE MATILDA COURT SINGAPORE 823233
821234,1.401670967,103.8918975,MATILDA COURT,234A,SUMANG LANE,MATILDA COURT,234A SUMANG LANE MATILDA COURT SINGAPORE 821234
822234,1.4015204,103.8915648,MATILDA COURT,234B,SUMANG LANE,MATILDA COURT,234B SUMANG LANE MATILDA COURT SINGAPORE 822234
821256,1.406091605,103.8957066,PUNGGOL OPAL,256A,SUMANG WALK,PUNGGOL OPAL,256A SUMANG WALK PUNGGOL OPAL SINGAPORE 821256
822256,1.406049079,103.8961795,PUNGGOL OPAL,256B,SUMANG WALK,PUNGGOL OPAL,256B SUMANG WALK PUNGGOL OPAL SINGAPORE 822256
823256,1.405402037,103.8959105,PUNGGOL OPAL,256C,SUMANG WALK,PUNGGOL OPAL,256C SUMANG WALK PUNGGOL OPAL SINGAPORE 823256
824256,1.404948702,103.8960077,PUNGGOL OPAL,256D,SUMANG WALK,PUNGGOL OPAL,256D SUMANG WALK PUNGGOL OPAL SINGAPORE 824256
821258,1.403799309,103.8959881,PUNGGOL TOPAZ,258A,PUNGGOL FIELD,PUNGGOL TOPAZ,258A PUNGGOL FIELD PUNGGOL TOPAZ SINGAPORE 821258
822258,1.403682308,103.8964614,PUNGGOL TOPAZ,258B,PUNGGOL FIELD,PUNGGOL TOPAZ,258B PUNGGOL FIELD PUNGGOL TOPAZ SINGAPORE 822258
823258,1.404141932,103.8963636,PUNGGOL TOPAZ,258C,PUNGGOL FIELD,PUNGGOL TOPAZ,258C PUNGGOL FIELD PUNGGOL TOPAZ SINGAPORE 823258
821259,1.4038234,103.8955478,PUNGGOL TOPAZ,259A,PUNGGOL FIELD,PUNGGOL TOPAZ,259A PUNGGOL FIELD PUNGGOL TOPAZ SINGAPORE 821259
822259,1.403878308,103.8952388,PUNGGOL TOPAZ,259B,PUNGGOL FIELD,PUNGGOL TOPAZ,259B PUNGGOL FIELD PUNGGOL TOPAZ SINGAPORE 822259
823259,1.404534086,103.8956655,PUNGGOL TOPAZ,259C,PUNGGOL FIELD,PUNGGOL TOPAZ,259C PUNGGOL FIELD PUNGGOL TOPAZ SINGAPORE 823259
821260,1.404797138,103.8966161,PUNGGOL TOPAZ,260A,PUNGGOL WAY,PUNGGOL TOPAZ,260A PUNGGOL WAY PUNGGOL TOPAZ SINGAPORE 821260
822260,1.404884893,103.8963513,PUNGGOL TOPAZ,260B,PUNGGOL WAY,PUNGGOL TOPAZ,260B PUNGGOL WAY PUNGGOL TOPAZ SINGAPORE 822260
823260,1.40524575,103.8964109,PUNGGOL TOPAZ,260C,PUNGGOL WAY,PUNGGOL TOPAZ,260C PUNGGOL WAY PUNGGOL TOPAZ SINGAPORE 823260
821261,1.405969915,103.8968033,PUNGGOL TOPAZ,261A,PUNGGOL WAY,PUNGGOL TOPAZ,261A PUNGGOL WAY PUNGGOL TOPAZ SINGAPORE 821261
822261,1.406015347,103.8965083,PUNGGOL TOPAZ,261B,PUNGGOL WAY,PUNGGOL TOPAZ,261B PUNGGOL WAY PUNGGOL TOPAZ SINGAPORE 822261
823261,1.405623025,103.8964704,PUNGGOL TOPAZ,261C,PUNGGOL WAY,PUNGGOL TOPAZ,261C PUNGGOL WAY PUNGGOL TOPAZ SINGAPORE 823261
821264,1.405977041,103.8985441,PUNGGOL EMERALD,264A,PUNGGOL WAY,PUNGGOL EMERALD,264A PUNGGOL WAY PUNGGOL EMERALD SINGAPORE 821264
821265,1.405666869,103.8987156,PUNGGOL EMERALD,265A,PUNGGOL WAY,PUNGGOL EMERALD,265A PUNGGOL WAY PUNGGOL EMERALD SINGAPORE 821265
822265,1.405199693,103.8986626,PUNGGOL EMERALD,265B,PUNGGOL WAY,PUNGGOL EMERALD,265B PUNGGOL WAY PUNGGOL EMERALD SINGAPORE 822265
823265,1.40499729,103.8985186,PUNGGOL EMERALD,265C,PUNGGOL WAY,PUNGGOL EMERALD,265C PUNGGOL WAY PUNGGOL EMERALD SINGAPORE 823265
824265,1.40482605,103.8983017,PUNGGOL EMERALD,265D,PUNGGOL WAY,PUNGGOL EMERALD,265D PUNGGOL WAY PUNGGOL EMERALD SINGAPORE 824265
821266,1.405960716,103.8979707,PUNGGOL EMERALD,266A,PUNGGOL WAY,PUNGGOL EMERALD,266A PUNGGOL WAY PUNGGOL EMERALD SINGAPORE 821266
822266,1.405574739,103.8979257,PUNGGOL EMERALD,266B,PUNGGOL WAY,PUNGGOL EMERALD,266B PUNGGOL WAY PUNGGOL EMERALD SINGAPORE 822266
823266,1.405154198,103.8978052,PUNGGOL EMERALD,266C,PUNGGOL WAY,PUNGGOL EMERALD,266C PUNGGOL WAY PUNGGOL EMERALD SINGAPORE 823266
824266,1.404939601,103.8980368,PUNGGOL EMERALD,266D,PUNGGOL WAY,PUNGGOL EMERALD,266D PUNGGOL WAY PUNGGOL EMERALD SINGAPORE 824266
821267,1.404559094,103.8975049,PUNGGOL SAPPHIRE,267A,PUNGGOL FIELD,PUNGGOL SAPPHIRE,267A PUNGGOL FIELD PUNGGOL SAPPHIRE SINGAPORE 821267
822267,1.404432739,103.8979324,PUNGGOL SAPPHIRE,267B,PUNGGOL FIELD,PUNGGOL SAPPHIRE,267B PUNGGOL FIELD PUNGGOL SAPPHIRE SINGAPORE 822267
823267,1.404290802,103.8983193,PUNGGOL SAPPHIRE,267C,PUNGGOL FIELD,PUNGGOL SAPPHIRE,267C PUNGGOL FIELD PUNGGOL SAPPHIRE SINGAPORE 823267
821268,1.404111506,103.8973989,PUNGGOL SAPPHIRE,268A,PUNGGOL FIELD,PUNGGOL SAPPHIRE,268A PUNGGOL FIELD PUNGGOL SAPPHIRE SINGAPORE 821268
822268,1.403782416,103.8973001,PUNGGOL SAPPHIRE,268B,PUNGGOL FIELD,PUNGGOL SAPPHIRE,268B PUNGGOL FIELD PUNGGOL SAPPHIRE SINGAPORE 822268
823268,1.403474149,103.8979384,PUNGGOL SAPPHIRE,268C,PUNGGOL FIELD,PUNGGOL SAPPHIRE,268C PUNGGOL FIELD PUNGGOL SAPPHIRE SINGAPORE 823268
824268,1.403313781,103.8983589,PUNGGOL SAPPHIRE,268D,PUNGGOL FIELD,PUNGGOL SAPPHIRE,268D PUNGGOL FIELD PUNGGOL SAPPHIRE SINGAPORE 824268
821269,1.403149047,103.8989758,PUNGGOL SAPPHIRE,269A,PUNGGOL FIELD,PUNGGOL SAPPHIRE,269A PUNGGOL FIELD PUNGGOL SAPPHIRE SINGAPORE 821269
822269,1.403443932,103.8986665,PUNGGOL SAPPHIRE,269B,PUNGGOL FIELD,PUNGGOL SAPPHIRE,269B PUNGGOL FIELD PUNGGOL SAPPHIRE SINGAPORE 822269
823269,1.403652033,103.8985316,PUNGGOL SAPPHIRE,269C,PUNGGOL FIELD,PUNGGOL SAPPHIRE,269C PUNGGOL FIELD PUNGGOL SAPPHIRE SINGAPORE 823269
821270,1.403979501,103.8994549,PUNGGOL SAPPHIRE,270A,PUNGGOL FIELD,PUNGGOL SAPPHIRE,270A PUNGGOL FIELD PUNGGOL SAPPHIRE SINGAPORE 821270
822270,1.404108025,103.8990319,PUNGGOL SAPPHIRE,270B,PUNGGOL FIELD,PUNGGOL SAPPHIRE,270B PUNGGOL FIELD PUNGGOL SAPPHIRE SINGAPORE 822270
823270,1.404315452,103.8988518,PUNGGOL SAPPHIRE,270C,PUNGGOL FIELD,PUNGGOL SAPPHIRE,270C PUNGGOL FIELD PUNGGOL SAPPHIRE SINGAPORE 823270
821271,1.403745404,103.9003189,PUNGGOL RESIDENCES,271A,PUNGGOL WALK,PUNGGOL RESIDENCES,271A PUNGGOL WALK PUNGGOL RESIDENCES SINGAPORE 821271
822271,1.40417055,103.9005811,PUNGGOL RESIDENCES,271B,PUNGGOL WALK,PUNGGOL RESIDENCES,271B PUNGGOL WALK PUNGGOL RESIDENCES SINGAPORE 822271
823271,1.403941659,103.9010343,PUNGGOL RESIDENCES,271C,PUNGGOL WALK,PUNGGOL RESIDENCES,271C PUNGGOL WALK PUNGGOL RESIDENCES SINGAPORE 823271
824271,1.403514326,103.9008903,PUNGGOL RESIDENCES,271D,PUNGGOL WALK,PUNGGOL RESIDENCES,271D PUNGGOL WALK PUNGGOL RESIDENCES SINGAPORE 824271
821272,1.403145259,103.900666,PUNGGOL RESIDENCES,272A,PUNGGOL WALK,PUNGGOL RESIDENCES,272A PUNGGOL WALK PUNGGOL RESIDENCES SINGAPORE 821272
822272,1.403295668,103.9002354,PUNGGOL RESIDENCES,272B,PUNGGOL WALK,PUNGGOL RESIDENCES,272B PUNGGOL WALK PUNGGOL RESIDENCES SINGAPORE 822272
823272,1.402857065,103.9000672,PUNGGOL RESIDENCES,272C,PUNGGOL WALK,PUNGGOL RESIDENCES,272C PUNGGOL WALK PUNGGOL RESIDENCES SINGAPORE 823272
824272,1.402733475,103.9004635,PUNGGOL RESIDENCES,272D,PUNGGOL WALK,PUNGGOL RESIDENCES,272D PUNGGOL WALK PUNGGOL RESIDENCES SINGAPORE 824272
821273,1.402284312,103.9021043,PUNGGOL REGALIA,273A,PUNGGOL PLACE,PUNGGOL REGALIA,273A PUNGGOL PLACE PUNGGOL REGALIA SINGAPORE 821273
822273,1.401960108,103.9017788,PUNGGOL REGALIA,273B,PUNGGOL PLACE,PUNGGOL REGALIA,273B PUNGGOL PLACE PUNGGOL REGALIA SINGAPORE 822273
823273,1.402303014,103.9012624,PUNGGOL REGALIA,273C,PUNGGOL PLACE,PUNGGOL REGALIA,273C PUNGGOL PLACE PUNGGOL REGALIA SINGAPORE 823273
824273,1.402523182,103.9012959,PUNGGOL REGALIA,273D,PUNGGOL PLACE,PUNGGOL REGALIA,273D PUNGGOL PLACE PUNGGOL REGALIA SINGAPORE 824273
821274,1.402736207,103.9023521,PUNGGOL REGALIA,274A,PUNGGOL PLACE,PUNGGOL REGALIA,274A PUNGGOL PLACE PUNGGOL REGALIA SINGAPORE 821274
822274,1.403116263,103.9022874,PUNGGOL REGALIA,274B,PUNGGOL PLACE,PUNGGOL REGALIA,274B PUNGGOL PLACE PUNGGOL REGALIA SINGAPORE 822274
823274,1.403258431,103.9020087,PUNGGOL REGALIA,274C,PUNGGOL PLACE,PUNGGOL REGALIA,274C PUNGGOL PLACE PUNGGOL REGALIA SINGAPORE 823274
824274,1.403033709,103.9016885,PUNGGOL REGALIA,274D,PUNGGOL PLACE,PUNGGOL REGALIA,274D PUNGGOL PLACE PUNGGOL REGALIA SINGAPORE 824274
821288,1.402377994,103.9030395,PUNGGOL ARCADIA,288A,PUNGGOL PLACE,PUNGGOL ARCADIA,288A PUNGGOL PLACE PUNGGOL ARCADIA SINGAPORE 821288
822288,1.402675272,103.9032975,PUNGGOL ARCADIA,288B,PUNGGOL PLACE,PUNGGOL ARCADIA,288B PUNGGOL PLACE PUNGGOL ARCADIA SINGAPORE 822288
823288,1.402550903,103.9035571,PUNGGOL ARCADIA,288C,PUNGGOL PLACE,PUNGGOL ARCADIA,288C PUNGGOL PLACE PUNGGOL ARCADIA SINGAPORE 823288
821289,1.40157247,103.9026191,PUNGGOL ARCADIA,289A,PUNGGOL PLACE,PUNGGOL ARCADIA,289A PUNGGOL PLACE PUNGGOL ARCADIA SINGAPORE 821289
822289,1.401343561,103.903127,PUNGGOL ARCADIA,289B,PUNGGOL PLACE,PUNGGOL ARCADIA,289B PUNGGOL PLACE PUNGGOL ARCADIA SINGAPORE 822289
823289,1.401549241,103.9035195,PUNGGOL ARCADIA,289C,PUNGGOL PLACE,PUNGGOL ARCADIA,289C PUNGGOL PLACE PUNGGOL ARCADIA SINGAPORE 823289
824289,1.402039057,103.9035327,PUNGGOL ARCADIA,289D,PUNGGOL PLACE,PUNGGOL ARCADIA,289D PUNGGOL PLACE PUNGGOL ARCADIA SINGAPORE 824289
820293,1.403075573,103.9049453,PUNGGOL GROVE,293,PUNGGOL CENTRAL,PUNGGOL GROVE,293 PUNGGOL CENTRAL PUNGGOL GROVE SINGAPORE 820293
820294,1.402571817,103.9046355,PUNGGOL GROVE,294,PUNGGOL CENTRAL,PUNGGOL GROVE,294 PUNGGOL CENTRAL PUNGGOL GROVE SINGAPORE 820294
820295,1.401886208,103.9049173,PUNGGOL GROVE,295,PUNGGOL CENTRAL,PUNGGOL GROVE,295 PUNGGOL CENTRAL PUNGGOL GROVE SINGAPORE 820295
820296,1.401588191,103.9052652,PUNGGOL GROVE,296,PUNGGOL CENTRAL,PUNGGOL GROVE,296 PUNGGOL CENTRAL PUNGGOL GROVE SINGAPORE 820296
820297,1.402191213,103.9054519,PUNGGOL GROVE,297,PUNGGOL CENTRAL,PUNGGOL GROVE,297 PUNGGOL CENTRAL PUNGGOL GROVE SINGAPORE 820297
820298,1.402617228,103.9056027,PUNGGOL GROVE,298,PUNGGOL CENTRAL,PUNGGOL GROVE,298 PUNGGOL CENTRAL PUNGGOL GROVE SINGAPORE 820298
820299,1.402706152,103.9053082,PUNGGOL GROVE,299,PUNGGOL CENTRAL,PUNGGOL GROVE,299 PUNGGOL CENTRAL PUNGGOL GROVE SINGAPORE 820299
821301,1.404172163,103.9061861,CORALINUS,301A,PUNGGOL CENTRAL,CORALINUS,301A PUNGGOL CENTRAL CORALINUS SINGAPORE 821301
822301,1.404265418,103.9058947,CORALINUS,301B,PUNGGOL CENTRAL,CORALINUS,301B PUNGGOL CENTRAL CORALINUS SINGAPORE 822301
823301,1.404401623,103.9056638,CORALINUS,301C,PUNGGOL CENTRAL,CORALINUS,301C PUNGGOL CENTRAL CORALINUS SINGAPORE 823301
824301,1.404448148,103.9054296,CORALINUS,301D,PUNGGOL PLACE,CORALINUS,301D PUNGGOL PLACE CORALINUS SINGAPORE 824301
821302,1.404423566,103.9044442,CORALINUS,302A,PUNGGOL PLACE,CORALINUS,302A PUNGGOL PLACE CORALINUS SINGAPORE 821302
822302,1.404374931,103.904784,CORALINUS,302B,PUNGGOL PLACE,CORALINUS,302B PUNGGOL PLACE CORALINUS SINGAPORE 822302
823302,1.404720474,103.9049679,CORALINUS,302C,PUNGGOL PLACE,CORALINUS,302C PUNGGOL PLACE CORALINUS SINGAPORE 823302
824302,1.404584297,103.9051987,CORALINUS,302D,PUNGGOL PLACE,CORALINUS,302D PUNGGOL PLACE CORALINUS SINGAPORE 824302
821303,1.403777894,103.9057622,CORALINUS,303A,PUNGGOL CENTRAL,CORALINUS,303A PUNGGOL CENTRAL CORALINUS SINGAPORE 821303
824303,1.404238647,103.905015,CORALINUS,303D,PUNGGOL PLACE,CORALINUS,303D PUNGGOL PLACE CORALINUS SINGAPORE 824303
821305,1.405079118,103.906706,TREELODGE@PUNGGOL,305A,PUNGGOL ROAD,TREELODGE@PUNGGOL,305A PUNGGOL ROAD TREELODGE@PUNGGOL SINGAPORE 821305
822305,1.405351919,103.9062507,TREELODGE@PUNGGOL,305B,PUNGGOL ROAD,TREELODGE@PUNGGOL,305B PUNGGOL ROAD TREELODGE@PUNGGOL SINGAPORE 822305
824305,1.405832084,103.906791,TREELODGE@PUNGGOL,305D,PUNGGOL DRIVE,TREELODGE@PUNGGOL,305D PUNGGOL DRIVE TREELODGE@PUNGGOL SINGAPORE 824305
821306,1.406092596,103.9053953,TREELODGE@PUNGGOL,306A,PUNGGOL PLACE,TREELODGE@PUNGGOL,306A PUNGGOL PLACE TREELODGE@PUNGGOL SINGAPORE 821306
822306,1.405792305,103.9057772,TREELODGE@PUNGGOL,306B,PUNGGOL PLACE,TREELODGE@PUNGGOL,306B PUNGGOL PLACE TREELODGE@PUNGGOL SINGAPORE 822306
823306,1.406403852,103.9059582,TREELODGE@PUNGGOL,306C,PUNGGOL PLACE,TREELODGE@PUNGGOL,306C PUNGGOL PLACE TREELODGE@PUNGGOL SINGAPORE 823306
824306,1.406081435,103.9064384,TREELODGE@PUNGGOL,306D,PUNGGOL DRIVE,TREELODGE@PUNGGOL,306D PUNGGOL DRIVE TREELODGE@PUNGGOL SINGAPORE 824306
821308,1.407754256,103.9009062,WATERWAY TERRACES I,308A,PUNGGOL WALK,WATERWAY TERRACES I,308A PUNGGOL WALK WATERWAY TERRACES I SINGAPORE 821308
822308,1.407766768,103.8995809,WATERWAY TERRACES I,308B,PUNGGOL WALK,WATERWAY TERRACES I,308B PUNGGOL WALK WATERWAY TERRACES I SINGAPORE 822308
823308,1.408006949,103.8990744,WATERWAY TERRACES I,308C,PUNGGOL WALK,WATERWAY TERRACES I,308C PUNGGOL WALK WATERWAY TERRACES I SINGAPORE 823308
821310,1.408700889,103.9013266,WATERWAY TERRACES II,310A,PUNGGOL WALK,WATERWAY TERRACES II,310A PUNGGOL WALK WATERWAY TERRACES II SINGAPORE 821310
822310,1.409322675,103.9008018,WATERWAY TERRACES II,310B,PUNGGOL WALK,WATERWAY TERRACES II,310B PUNGGOL WALK WATERWAY TERRACES II SINGAPORE 822310
823310,1.409710961,103.8998984,WATERWAY TERRACES II,310C,PUNGGOL WALK,WATERWAY TERRACES II,310C PUNGGOL WALK WATERWAY TERRACES II SINGAPORE 823310
821312,1.410819269,103.9003717,PUNGGOL PARCVISTA,312A,SUMANG LINK,PUNGGOL PARCVISTA,312A SUMANG LINK PUNGGOL PARCVISTA SINGAPORE 821312
822312,1.411353096,103.9006147,PUNGGOL PARCVISTA,312B,SUMANG LINK,PUNGGOL PARCVISTA,312B SUMANG LINK PUNGGOL PARCVISTA SINGAPORE 822312
823312,1.410907282,103.9011861,PUNGGOL PARCVISTA,312C,SUMANG LINK,PUNGGOL PARCVISTA,312C SUMANG LINK PUNGGOL PARCVISTA SINGAPORE 823312
821313,1.409851841,103.9019953,PUNGGOL PARCVISTA,313A,SUMANG LINK,PUNGGOL PARCVISTA,313A SUMANG LINK PUNGGOL PARCVISTA SINGAPORE 821313
822313,1.410239547,103.9021436,PUNGGOL PARCVISTA,313B,SUMANG LINK,PUNGGOL PARCVISTA,313B SUMANG LINK PUNGGOL PARCVISTA SINGAPORE 822313
823313,1.410628851,103.9015519,PUNGGOL PARCVISTA,313C,SUMANG LINK,PUNGGOL PARCVISTA,313C SUMANG LINK PUNGGOL PARCVISTA SINGAPORE 823313
821314,1.408261878,103.8980179,WATERWAY CASCADIA,314A,PUNGGOL WAY,WATERWAY CASCADIA,314A PUNGGOL WAY WATERWAY CASCADIA SINGAPORE 821314
822314,1.407897787,103.8973708,WATERWAY CASCADIA,314B,PUNGGOL WAY,WATERWAY CASCADIA,314B PUNGGOL WAY WATERWAY CASCADIA SINGAPORE 822314
821315,1.408316774,103.897053,WATERWAY CASCADIA,315A,PUNGGOL WAY,WATERWAY CASCADIA,315A PUNGGOL WAY WATERWAY CASCADIA SINGAPORE 821315
822315,1.407956027,103.8964008,WATERWAY CASCADIA,315B,PUNGGOL WAY,WATERWAY CASCADIA,315B PUNGGOL WAY WATERWAY CASCADIA SINGAPORE 822315
821316,1.408901659,103.8984078,WATERWAY CASCADIA,316A,PUNGGOL WAY,WATERWAY CASCADIA,316A PUNGGOL WAY WATERWAY CASCADIA SINGAPORE 821316
822316,1.408946658,103.8979255,WATERWAY CASCADIA,316B,PUNGGOL WAY,WATERWAY CASCADIA,316B PUNGGOL WAY WATERWAY CASCADIA SINGAPORE 822316
824316,1.408793114,103.8968121,WATERWAY CASCADIA,316D,PUNGGOL WAY,WATERWAY CASCADIA,316D PUNGGOL WAY WATERWAY CASCADIA SINGAPORE 824316
821322,1.411394471,103.8970324,PUNGGOL BAYVIEW,322A,SUMANG WALK,PUNGGOL BAYVIEW,322A SUMANG WALK PUNGGOL BAYVIEW SINGAPORE 821322
822322,1.410915886,103.8968867,PUNGGOL BAYVIEW,322B,SUMANG WALK,PUNGGOL BAYVIEW,322B SUMANG WALK PUNGGOL BAYVIEW SINGAPORE 822322
823322,1.410519051,103.8965814,PUNGGOL BAYVIEW,322C,SUMANG WALK,PUNGGOL BAYVIEW,322C SUMANG WALK PUNGGOL BAYVIEW SINGAPORE 823322
824322,1.410036287,103.8963802,PUNGGOL BAYVIEW,322D,SUMANG WALK,PUNGGOL BAYVIEW,322D SUMANG WALK PUNGGOL BAYVIEW SINGAPORE 824322
823323,1.412666703,103.8976014,PUNGGOL BAYVIEW,323C,SUMANG WALK,PUNGGOL BAYVIEW,323C SUMANG WALK PUNGGOL BAYVIEW SINGAPORE 823323
824323,1.412188117,103.8974557,PUNGGOL BAYVIEW,323D,SUMANG WALK,PUNGGOL BAYVIEW,323D SUMANG WALK PUNGGOL BAYVIEW SINGAPORE 824323
821325,1.413596604,103.8981213,PUNGGOL BAYVIEW,325A,SUMANG WALK,PUNGGOL BAYVIEW,325A SUMANG WALK PUNGGOL BAYVIEW SINGAPORE 821325
822325,1.413121366,103.8979273,PUNGGOL BAYVIEW,325B,SUMANG WALK,PUNGGOL BAYVIEW,325B SUMANG WALK PUNGGOL BAYVIEW SINGAPORE 822325
